timestamp(ms),Angle,Pulses,Speed,
"1682138211,787","-343,1","-356","642,67",
"1682138211,789","-344,57","-357","637,76",
"1682138211,79","-346,04",,,
"1682138211,791",,"-358","647,67",
"1682138211,792","-347,51","-359","652,74",
"1682138211,793","-348,98",,,
"1682138211,794",,"-360","649,35",
"1682138211,795","-350,45","-361","654,45",
"1682138211,797","-351,92","-362","651,04",
"1682138211,798","-353,39","-363","642,67",
"1682138211,8","-354,86","-364","637,76",
"1682138211,801","-356,33","-365","647,67",
"1682138211,803","-357,8","-366","654,45",
"1682138211,804","-359,27","-367","649,35",
"1682138211,806","720,74","-368","656,17",
"1682138211,807","359,27","-369","649,35",
"1682138211,809","357,8","-370","642,67",
"1682138211,81","356,33","-371","639,39",
"1682138211,812","354,86","-372","645,99",
"1682138211,813","353,39",,,
"1682138211,814",,"-373","654,45",
"1682138211,815","351,92","-374","649,35",
"1682138211,817","350,45","-375","656,17",
"1682138211,818","348,98","-376","649,35",
"1682138211,82","347,51","-377","641,03",
"1682138211,821","346,04","-378","639,39",
"1682138211,823","344,57","-379","645,99",
"1682138211,824","343,1","-380","652,74",
"1682138211,826","341,63","-381","647,67",
"1682138211,827","340,16","-382","654,45",
"1682138211,829","338,69","-383","649,35",
"1682138211,83","337,23","-384","641,03",
"1682138211,832","335,76","-385","637,76",
"1682138211,834","334,29","-386","647,67",
"1682138211,835","332,82","-387","652,74",
"1682138211,837","331,35","-388","649,35",
"1682138211,838","329,88","-389","654,45",
"1682138211,84","328,41","-390","651,04",
"1682138211,841","326,94","-391","641,03",
"1682138211,843","325,47","-392","637,76",
"1682138211,844","324","-393","645,99",
"1682138211,846","322,53","-394","652,74",
"1682138211,848","321,06","-395","649,35",
"1682138211,849","319,59","-396","656,17",
"1682138211,851","318,12","-397","649,35",
"1682138211,852","316,65","-398","642,67",
"1682138211,854","315,18","-399","639,39",
"1682138211,855","313,72","-400","645,99",
"1682138211,857","312,25","-401","652,74",
"1682138211,858","310,78","-402","647,67",
"1682138211,86","309,31","-403","654,45",
"1682138211,861","307,84","-404","649,35",
"1682138211,863","306,37","-405","641,03",
"1682138211,864","304,9","-406",,
"1682138211,865",,,"637,76",
"1682138211,866","303,43","-407","645,99",
"1682138211,868","301,96","-408","654,45",
"1682138211,869","300,49","-409","647,67",
"1682138211,871","299,02","-410","654,45",
"1682138211,872","297,55","-411","651,04",
"1682138211,874","296,08","-412","641,03",
"1682138211,875","294,61","-413","639,39",
"1682138211,877","293,14","-414","645,99",
"1682138211,878","291,67","-415","654,45",
"1682138211,88","290,2","-416","649,35",
"1682138211,881","288,74","-417","654,45",
"1682138211,883","287,27","-418","651,04",
"1682138211,885","285,8","-419","642,67",
"1682138211,886","284,33","-420","639,39",
"1682138211,888","282,86","-421","647,67",
"1682138211,889","281,39","-422","654,45",
"1682138211,891","279,92","-423","649,35",
"1682138211,892","278,45","-424","656,17",
"1682138211,894","276,98","-425","649,35",
"1682138211,895","275,51","-426","642,67",
"1682138211,897","274,04","-427","639,39",
"1682138211,898","272,57","-428","645,99",
"1682138211,9","271,1","-429","654,45",
"1682138211,901","269,63","-430","649,35",
"1682138211,903","268,16","-431","654,45",
"1682138211,905","266,69","-432","651,04",
"1682138211,906","265,23","-433","642,67",
"1682138211,908","263,76","-434","639,39",
"1682138211,909","262,29","-435","647,67",
"1682138211,911","260,82","-436","654,45",
"1682138211,912","259,35","-437","651,04",
"1682138211,914","257,88","-438","654,45",
"1682138211,915","256,41","-439","651,04",
"1682138211,917","254,94","-440","642,67",
"1682138211,919","253,47","-441","639,39",
"1682138211,92","252","-442","645,99",
"1682138211,922","250,53","-443","654,45",
"1682138211,923","249,06","-444","651,04",
"1682138211,925","247,59","-445","654,45",
"1682138211,926","246,12","-446","651,04",
"1682138211,928","244,65","-447","642,67",
"1682138211,929","243,18","-448","639,39",
"1682138211,931","241,71","-449","645,99",
"1682138211,932","240,25","-450","652,74",
"1682138211,934","238,78","-451","649,35",
"1682138211,935","237,31","-452","654,45",
"1682138211,937","235,84","-453","649,35",
"1682138211,939","234,37","-454","642,67",
"1682138211,94","232,9","-455","637,76",
"1682138211,942","231,43","-456","645,99",
"1682138211,943","229,96","-457","654,45",
"1682138211,945","228,49","-458","649,35",
"1682138211,946","227,02","-459","656,17",
"1682138211,948","225,55","-460","651,04",
"1682138211,949","224,08","-461","641,03",
"1682138211,951","222,61","-462","639,39",
"1682138211,952","221,14","-463","647,67",
"1682138211,954","219,67","-464","652,74",
"1682138211,955","218,2","-465","651,04",
"1682138211,957","216,74","-466","654,45",
"1682138211,959","215,27","-467","651,04",
"1682138211,96","213,8","-468","642,67",
"1682138211,962","212,33","-469","639,39",
"1682138211,963","210,86","-470","647,67",
"1682138211,965","209,39","-471","654,45",
"1682138211,966","207,92","-472","649,35",
"1682138211,968","206,45","-473","654,45",
"1682138211,969","204,98","-474","649,35",
"1682138211,971","203,51","-475","642,67",
"1682138211,973","202,04","-476","639,39",
"1682138211,974","200,57","-477","645,99",
"1682138211,976","199,1","-478","654,45",
"1682138211,977","197,63","-479","649,35",
"1682138211,979","196,16","-480","654,45",
"1682138211,98","194,69","-481","652,74",
"1682138211,982","193,22","-482","641,03",
"1682138211,983","191,76","-483","641,03",
"1682138211,985","190,29","-484","647,67",
"1682138211,986","188,82","-485","654,45",
"1682138211,988","187,35","-486","649,35",
"1682138211,989","185,88","-487","656,17",
"1682138211,991","184,41","-488","651,04",
"1682138211,992","182,94","-489","641,03",
"1682138211,994","181,47","-490","641,03",
"1682138211,996","180","-491","647,67",
"1682138211,997","178,53","-492","654,45",
"1682138211,999","177,06","-493","651,04",
"1682138212","175,59","-494","656,17",
"1682138212,002","174,12","-495","651,04",
"1682138212,003","172,65","-496","641,03",
"1682138212,005","171,18","-497","641,03",
"1682138212,006","169,71","-498",,
"1682138212,007",,,"645,99",
"1682138212,008","168,25","-499","654,45",
"1682138212,01","166,78","-500","649,35",
"1682138212,011","165,31","-501","654,45",
"1682138212,013","163,84","-502","649,35",
"1682138212,014","162,37","-503","642,67",
"1682138212,016","160,9","-504","639,39",
"1682138212,017","159,43","-505","647,67",
"1682138212,019","157,96","-506","654,45",
"1682138212,02","156,49","-507","651,04",
"1682138212,022","155,02","-508","656,17",
"1682138212,024","153,55","-509","651,04",
"1682138212,025","152,08","-510","642,67",
"1682138212,027","150,61","-511","639,39",
"1682138212,028","149,14","-512","647,67",
"1682138212,03","147,67","-513","652,74",
"1682138212,031","146,2","-514","651,04",
"1682138212,033","144,74","-515","656,17",
"1682138212,034","143,27","-516","651,04",
"1682138212,036","141,8","-517","642,67",
"1682138212,037","140,33","-518","639,39",
"1682138212,039","138,86","-519","647,67",
"1682138212,04","137,39","-520","652,74",
"1682138212,042","135,92","-521","649,35",
"1682138212,043","134,45","-522","654,45",
"1682138212,045","132,98","-523","649,35",
"1682138212,047","131,51","-524","641,03",
"1682138212,048","130,04","-525","637,76",
"1682138212,05","128,57","-526","645,99",
"1682138212,051","127,1","-527","654,45",
"1682138212,053","125,63","-528","647,67",
"1682138212,054","124,16","-529","654,45",
"1682138212,056","122,69","-530","649,35",
"1682138212,057","121,22","-531","642,67",
"1682138212,059","119,76","-532","637,76",
"1682138212,06","118,29","-533","645,99",
"1682138212,062","116,82","-534","652,74",
"1682138212,063","115,35","-535","647,67",
"1682138212,065","113,88","-536","654,45",
"1682138212,067","112,41","-537","649,35",
"1682138212,068","110,94","-538","641,03",
"1682138212,07","109,47","-539","639,39",
"1682138212,071","108","-540","645,99",
"1682138212,073","106,53","-541","652,74",
"1682138212,074","105,06","-542","649,35",
"1682138212,076","103,59","-543","654,45",
"1682138212,078","102,12","-544","649,35",
"1682138212,079","100,65","-545","641,03",
"1682138212,081","99,18","-546","637,76",
"1682138212,082","97,71","-547","645,99",
"1682138212,084","96,25","-548","652,74",
"1682138212,085","94,78","-549","647,67",
"1682138212,087","93,31","-550","654,45",
"1682138212,088","91,84","-551","649,35",
"1682138212,09","90,37","-552","642,67",
"1682138212,091","88,9","-553","637,76",
"1682138212,093","87,43","-554","645,99",
"1682138212,094","85,96","-555","654,45",
"1682138212,096","84,49","-556","647,67",
"1682138212,097","83,02","-557","656,17",
"1682138212,099","81,55","-558","645,99",
"1682138212,101","80,08","-559","644,33",
"1682138212,102","78,61","-560","637,76",
"1682138212,104","77,14","-561","647,67",
"1682138212,105","75,67","-562","652,74",
"1682138212,107","74,2","-563","649,35",
"1682138212,108","72,73","-564","654,45",
"1682138212,11","71,27","-565","649,35",
"1682138212,111","69,8","-566","642,67",
"1682138212,113","68,33","-567","637,76",
"1682138212,114","66,86","-568","645,99",
"1682138212,116","65,39","-569","652,74",
"1682138212,118","63,92","-570","647,67",
"1682138212,119","62,45","-571","654,45",
"1682138212,121","60,98","-572","649,35",
"1682138212,122","59,51","-573","641,03",
"1682138212,124","58,04","-574","637,76",
"1682138212,125","56,57","-575","647,67",
"1682138212,127","55,1","-576","652,74",
"1682138212,128","53,63","-577","649,35",
"1682138212,13","52,16","-578","656,17",
"1682138212,132","50,69","-579","649,35",
"1682138212,133","49,22","-580","642,67",
"1682138212,135","47,76","-581","637,76",
"1682138212,136","46,29","-582","645,99",
"1682138212,138","44,82","-583","654,45",
"1682138212,139","43,35","-584","649,35",
"1682138212,141","41,88","-585","654,45",
"1682138212,142","40,41","-586","651,04",
"1682138212,144","38,94","-587","641,03",
"1682138212,145","37,47","-588","639,39",
"1682138212,147","36","-589","647,67",
"1682138212,149","34,53","-590","652,74",
"1682138212,15","33,06","-591","647,67",
"1682138212,151","31,59",,,
"1682138212,152",,"-592","654,45",
"1682138212,153","30,12","-593","651,04",
"1682138212,155","28,65","-594","641,03",
"1682138212,156","27,18","-595","637,76",
"1682138212,158","25,71","-596","645,99",
"1682138212,159","24,25","-597","654,45",
"1682138212,161","22,78","-598","647,67",
"1682138212,162","21,31","-599","656,17",
"1682138212,164","19,84","-600","649,35",
"1682138212,165","18,37","-601","642,67",
"1682138212,167","16,9","-602","639,39",
"1682138212,168","15,43","-603","647,67",
"1682138212,17","13,96","-604","652,74",
"1682138212,172","12,49","-605","649,35",
"1682138212,173","11,02","-606","656,17",
"1682138212,175","9,55","-607","651,04",
"1682138212,176","8,08","-608","642,67",
"1682138212,178","6,61","-609","639,39",
"1682138212,179","5,14","-610","647,67",
"1682138212,181","3,67","-611","654,45",
"1682138212,182","2,2","-612","649,35",
"1682138212,184","0,73","-613","656,17",
"1682138212,185","-0,73","-614","649,35",
"1682138212,187","-2,2","-615","642,67",
"1682138212,188","-3,67",,,
"1682138212,189",,"-616","639,39",
"1682138212,19","-5,14","-617","645,99",
"1682138212,192","-6,61","-618","654,45",
"1682138212,193","-8,08","-619","649,35",
"1682138212,195","-9,55","-620","656,17",
"1682138212,196","-11,02","-621","651,04",
"1682138212,198","-12,49","-622","642,67",
"1682138212,199","-13,96","-623","639,39",
"1682138212,201","-15,43","-624","647,67",
"1682138212,203","-16,9","-625","654,45",
"1682138212,205","-18,37","-626","651,04",
"1682138212,206","-19,84","-627","654,45",
"1682138212,207","-21,31","-628","652,74",
"1682138212,209","-22,78","-629","642,67",
"1682138212,21","-24,24","-630","639,39",
"1682138212,212","-25,71","-631","647,67",
"1682138212,213","-27,18","-632","652,74",
"1682138212,215","-28,65","-633","651,04",
"1682138212,216","-30,12","-634","656,17",
"1682138212,218","-31,59","-635","651,04",
"1682138212,219","-33,06","-636","644,33",
"1682138212,221","-34,53","-637","639,39",
"1682138212,222","-36","-638","647,67",
"1682138212,224","-37,47","-639","652,74",
"1682138212,226","-38,94","-640","649,35",
"1682138212,227","-40,41","-641","656,17",
"1682138212,229","-41,88","-642","649,35",
"1682138212,23","-43,35","-643","642,67",
"1682138212,232","-44,82","-644","639,39",
"1682138212,233","-46,29","-645","647,67",
"1682138212,235","-47,75","-646","654,45",
"1682138212,236","-49,22","-647","649,35",
"1682138212,238","-50,69","-648","656,17",
"1682138212,239","-52,16","-649","651,04",
"1682138212,241","-53,63","-650","642,67",
"1682138212,242","-55,1",,,
"1682138212,243",,"-651","639,39",
"1682138212,244","-56,57","-652","647,67",
"1682138212,246","-58,04","-653","654,45",
"1682138212,248","-59,51","-654","651,04",
"1682138212,249","-60,98","-655","654,45",
"1682138212,25","-62,45","-656","651,04",
"1682138212,252","-63,92","-657","644,33",
"1682138212,253","-65,39","-658","639,39",
"1682138212,255","-66,86","-659","647,67",
"1682138212,256","-68,33","-660","654,45",
"1682138212,258","-69,8","-661","651,04",
"1682138212,259","-71,27",,,
"1682138212,26",,"-662","654,45",
"1682138212,261","-72,73","-663","651,04",
"1682138212,263","-74,2","-664","642,67",
"1682138212,264","-75,67","-665","639,39",
"1682138212,266","-77,14","-666","647,67",
"1682138212,267","-78,61",,,
"1682138212,268",,"-667","652,74",
"1682138212,269","-80,08","-668","649,35",
"1682138212,27","-81,55","-669","656,17",
"1682138212,272","-83,02","-670","649,35",
