timestamp(ms),Angle,Pulses,Speed,
"1682138128,254","180","0","0,03",
"1682138128,266","178,53","-1","82,62",
"1682138128,275","177,06","-2","110,72",
"1682138128,282","175,59","-3","131,51",
"1682138128,289","174,12","-4","149,97",
"1682138128,295","172,65","-5","164,04",
"1682138128,3","171,18","-6","176,3",
"1682138128,306","169,71","-7","187,69",
"1682138128,311","168,24","-8","200,64",
"1682138128,315","166,78","-9","212,77",
"1682138128,32","165,31","-10","222,02",
"1682138128,324","163,84","-11","232,77",
"1682138128,328","162,37","-12","239,46",
"1682138128,333","160,9","-13","244,62",
"1682138128,337","159,43","-14","250,75",
"1682138128,34","157,96","-15","260,69",
"1682138128,344","156,49","-16","269,4",
"1682138128,348","155,02","-17","274,73",
"1682138128,351","153,55","-18","282,49",
"1682138128,355","152,08","-19","285,39",
"1682138128,358","150,61","-20","288,02",
"1682138128,362","149,14","-21","292,06",
"1682138128,365","147,67","-22","299,76",
"1682138128,368","146,2","-23","307,13",
"1682138128,371","144,73","-24","310,56",
"1682138128,375","143,27","-25","316,86",
"1682138128,378","141,8","-26","319,69",
"1682138128,381","140,33","-27","319,69",
"1682138128,384","138,86","-28","322,58",
"1682138128,387","137,39","-29","328,52",
"1682138128,39","135,92","-30","336,02",
"1682138128,393","134,45","-31","337,38",
"1682138128,396","132,98","-32","343,41",
"1682138128,399","131,51","-33","342,47",
"1682138128,402","130,04","-34","342,47",
"1682138128,405","128,57","-35","342,94",
"1682138128,408","127,1","-36","349,65",
"1682138128,41","125,63","-37","356,63",
"1682138128,413","124,16","-38","355,62",
"1682138128,416","122,69","-39","361,79",
"1682138128,419","121,22","-40","361,27",
"1682138128,421","119,75","-41","359,71",
"1682138128,424","118,29","-42","361,79",
"1682138128,427","116,82","-43","367,65",
"1682138128,43","115,35","-44","374,81",
"1682138128,432","113,88","-45","375,94",
"1682138128,435","112,41","-46","379,94",
"1682138128,438","110,94","-47","379,36",
"1682138128,44","109,47","-48","376,51",
"1682138128,443","108","-49","377,07",
"1682138128,446","106,53","-50","382,85",
"1682138128,448","105,06","-51","389,41",
"1682138128,451","103,59","-52","390,02",
"1682138128,453","102,12","-53","394,94",
"1682138128,456","100,65","-54","392,46",
"1682138128,458","99,18","-55","389,41",
"1682138128,461","97,71","-56","390,02",
"1682138128,463","96,24","-57","396,83",
"1682138128,466","94,78","-58","401,28",
"1682138128,468","93,31","-59","401,93",
"1682138128,471","91,84","-60","405,84",
"1682138128,473","90,37","-61","404,53",
"1682138128,476","88,9","-62","401,93",
"1682138128,478","87,43","-63","400,64",
"1682138128,481","85,96","-64","406,5",
"1682138128,483","84,49","-65","413,22",
"1682138128,485","83,02","-66","411,18",
"1682138128,488","81,55","-67","416,67",
"1682138128,49","80,08","-68","414,59",
"1682138128,493","78,61","-69","409,84",
"1682138128,495","77,14","-70","409,84",
"1682138128,498","75,67","-71","416,67",
"1682138128,5","74,2","-72","422,3",
"1682138128,502","72,73","-73","419,46",
"1682138128,505","71,27","-74","425,17",
"1682138128,507","69,8","-75","423,73",
"1682138128,51","68,33","-76","419,46",
"1682138128,512","66,86","-77","418,06",
"1682138128,514","65,39","-78","425,17",
"1682138128,516","63,92",,,
"1682138128,517",,"-79","430,29",
"1682138128,519","62,45","-80","428,82",
"1682138128,521","60,98","-81","432,53",
"1682138128,523","59,51","-82","431,78",
"1682138128,526","58,04","-83","427,35",
"1682138128,528","56,57","-84","425,17",
"1682138128,53","55,1","-85","431,78",
"1682138128,533","53,63","-86","437,83",
"1682138128,535","52,16","-87","434,78",
"1682138128,537","50,69","-88","440,14",
"1682138128,54","49,22","-89","437,83",
"1682138128,542","47,75","-90","432,53",
"1682138128,544","46,29","-91","432,53",
"1682138128,547","44,82","-92","437,83",
"1682138128,549","43,35","-93","442,48",
"1682138128,551","41,88","-94","440,92",
"1682138128,553","40,41","-95","444,84",
"1682138128,556","38,94","-96","443,26",
"1682138128,558","37,47","-97","437,06",
"1682138128,56","36","-98","437,06",
"1682138128,562","34,53","-99","442,48",
"1682138128,565","33,06","-100","447,23",
"1682138128,567","31,59","-101","445,63",
"1682138128,569","30,12","-102","450,45",
"1682138128,571","28,65","-103","447,23",
"1682138128,574","27,18","-104","441,7",
"1682138128,576","25,71","-105","440,92",
"1682138128,578","24,24","-106","444,84",
"1682138128,58","22,78","-107","451,26",
"1682138128,583","21,31","-108","448,83",
"1682138128,585","19,84","-109","452,08",
"1682138128,587","18,37","-110","450,45",
"1682138128,589","16,9","-111","444,84",
"1682138128,592","15,43","-112","442,48",
"1682138128,594","13,96","-113","448,83",
"1682138128,596","12,49","-114","454,55",
"1682138128,598","11,02","-115","451,26",
"1682138128,6","9,55","-116","456,2",
"1682138128,603","8,08","-117","452,9",
"1682138128,605","6,61","-118","448,03",
"1682138128,607","5,14","-119","447,23",
"1682138128,609","3,67","-120","451,26",
"1682138128,612","2,2","-121","457,04",
"1682138128,614","0,73","-122","455,37",
"1682138128,616","-0,73","-123","459,56",
"1682138128,618","-2,2","-124","455,37",
"1682138128,62","-3,67","-125","451,26",
"1682138128,623","-5,14","-126","449,64",
"1682138128,625","-6,61","-127","454,55",
"1682138128,627","-8,08","-128","460,41",
"1682138128,629","-9,55","-129","457,88",
"1682138128,631","-11,02","-130","462,11",
"1682138128,633","-12,49","-131","458,72",
"1682138128,636","-13,96","-132","453,72",
"1682138128,638","-15,43","-133","452,9",
"1682138128,64","-16,9","-134","457,88",
"1682138128,642","-18,37","-135","464,68",
"1682138128,644","-19,84","-136","461,25",
"1682138128,646","-21,31","-137","465,55",
"1682138128,649","-22,78","-138","462,11",
"1682138128,651","-24,25","-139","457,88",
"1682138128,653","-25,71","-140","455,37",
"1682138128,655","-27,18","-141","461,25",
"1682138128,657","-28,65","-142","466,42",
"1682138128,659","-30,12",,,
"1682138128,66",,"-143","463,82",
"1682138128,662","-31,59","-144","468,16",
"1682138128,664","-33,06","-145","465,55",
"1682138128,666","-34,53","-146","459,56",
"1682138128,668","-36","-147","457,88",
"1682138128,67","-37,47","-148","463,82",
"1682138128,672","-38,94","-149","469,04",
"1682138128,675","-40,41","-150","467,29",
"1682138128,677","-41,88","-151","469,92",
"1682138128,679","-43,35","-152","467,29",
"1682138128,681","-44,82","-153","462,96",
"1682138128,683","-46,29","-154","459,56",
"1682138128,691","-50,69","-157","468,16",
"1682138128,692","-52,16","-158","472,59",
"1682138128,694","-53,63","-159","468,16",
"1682138128,696","-55,1","-160","463,82",
"1682138128,698","-56,57","-161","461,25",
"1682138128,7","-58,04","-162","467,29",
"1682138128,702","-59,51","-163","472,59",
"1682138128,704","-60,98","-164","469,04",
"1682138128,707","-62,45","-165","474,38",
"1682138128,709","-63,92","-166","470,81",
"1682138128,711","-65,39","-167","464,68",
"1682138128,713","-66,86","-168","463,82",
"1682138128,715","-68,33","-169","468,16",
"1682138128,717","-69,8","-170","474,38",
"1682138128,719","-71,27","-171","471,7",
"1682138128,721","-72,73","-172","476,19",
"1682138128,724","-74,2","-173","472,59",
"1682138128,726","-75,67","-174","466,42",
"1682138128,728","-77,14","-175","465,55",
"1682138128,73","-78,61","-176","470,81",
