timestamp(ms),Angle,Pulses,Speed,Time,
"1682182614,91","-34,53","-146","636,13","7435288",
"1682182614,911","-36","-147","632,91","7436868",
"1682182614,913","-37,47","-148","637,76","7438436",
"1682182614,915","-38,94","-149","632,91","7440016",
"1682182614,916","-40,41","-150","626,57","7441612",
"1682182614,918","-41,88","-151","623,44","7443216",
"1682182614,919","-43,35","-152","1785,71","7443776",
"1682182614,921","-44,82","-153","636,13","7445348",
"1682182614,923","-46,29","-154","1798,56","7445904",
"1682182614,924","-47,76","-155","639,39","7447468",
"1682182614,926","-49,22","-156","1798,56","7448024",
"1682182614,927","-50,69","-157","626,57","7449620",
"1682182614,929","-52,16","-158","623,44","7451224",
"1682182614,931","-53,63","-159","632,91","7452804",
"1682182614,932","-55,1","-160","637,76","7454372",
"1682182614,934","-56,57","-161","634,52","7455948",
"1682182614,935","-58,04","-162","639,39","7457512",
"1682182614,937","-59,51","-163","1811,59","7458064",
"1682182614,938","-60,98","-164","628,14","7459656",
"1682182614,94","-62,45","-165","1724,14","7460236",
"1682182614,942","-63,92","-166","632,91","7461816",
"1682182614,943","-65,39","-167","1838,24","7462360",
"1682182614,945","-66,86","-168","636,13","7463932",
"1682182614,946","-68,33","-169","1851,85","7464472",
"1682182614,948","-69,8","-170","634,52","7466048",
"1682182614,949","-71,27","-171","628,14","7467640",
"1682182614,951","-72,73","-172","625","7469240",
"1682182614,953","-74,2","-173","632,91","7470820",
"1682182614,954","-75,67","-174","1838,24","7471364",
"1682182614,956","-77,14","-175","636,13","7472936",
"1682182614,957","-78,61","-176","1851,85","7473476",
"1682182614,959","-80,08","-177","636,13","7475048",
"1682182614,96","-81,55",,,,
"1682182614,961",,"-178","1773,05","7475612",
"1682182614,962","-83,02","-179","625","7477212",
"1682182614,964","-84,49","-180","1798,56","7477768",
"1682182614,965","-85,96","-181","637,76","7479336",
"1682182614,967","-87,43","-182","636,13","7480908",
"1682182614,968","-88,9","-183","641,03","7482468",
"1682182614,97","-90,37","-184","636,13","7484040",
"1682182614,971","-91,84","-185","628,14",,
"1682182614,972",,,,"7485632",
"1682182614,973","-93,31","-186","626,57","7487228",
"1682182614,975","-94,78","-187","1798,56","7487784",
"1682182614,976","-96,25","-188","637,76","7489352",
"1682182614,978","-97,71","-189","1824,82","7489900",
"1682182614,979","-99,18","-190","641,03","7491460",
"1682182614,981","-100,65","-191","1824,82","7492008",
"1682182614,983","-102,12","-192","628,14","7493600",
"1682182614,984","-103,59","-193","1748,25","7494172",
"1682182614,986","-105,06","-194","632,91","7495752",
"1682182614,987","-106,53","-195","641,03","7497312",
"1682182614,989","-108","-196","634,52","7498888",
"1682182614,99","-109,47","-197","642,67","7500444",
"1682182614,992","-110,94","-198","636,13","7502016",
"1682182614,994","-112,41","-199","628,14","7503608",
"1682182614,995","-113,88","-200","1748,25","7504180",
"1682182614,997","-115,35","-201","632,91","7505760",
"1682182614,998","-116,82","-202","1865,67","7506296",
"1682182615","-118,29","-203","636,13","7507868",
"1682182615,001","-119,76","-204","1865,67",,
"1682182615,002",,,,"7508404",
"1682182615,003","-121,22","-205","636,13","7509976",
"1682182615,005","-122,69","-206","1773,05","7510540",
"1682182615,006","-124,16","-207","625","7512140",
"1682182615,008","-125,63","-208","634,52","7513716",
"1682182615,009","-127,1","-209","641,03","7515276",
"1682182615,011","-128,57","-210","636,13","7516848",
"1682182615,013","-130,04","-211","1879,7","7517380",
"1682182615,014","-131,51","-212","637,76","7518948",
"1682182615,016","-132,98","-213","1773,05","7519512",
"1682182615,017","-134,45","-214","626,57","7521108",
"1682182615,019","-135,92","-215","1811,59","7521660",
"1682182615,02","-137,39","-216","641,03","7523220",
"1682182615,022","-138,86","-217","1824,82","7523768",
"1682182615,024","-140,33","-218","642,67","7525324",
"1682182615,025","-141,8","-219","1838,24","7525868",
"1682182615,027","-143,27","-220","629,72","7527456",
"1682182615,028","-144,74","-221","626,57","7529052",
"1682182615,03","-146,2","-222","634,52","7530628",
"1682182615,031","-147,67","-223","641,03","7532188",
"1682182615,033","-149,14","-224","636,13","7533760",
"1682182615,035","-150,61","-225","642,67","7535316",
"1682182615,036","-152,08","-226","1838,24","7535860",
"1682182615,038","-153,55","-227","629,72","7537448",
"1682182615,039","-155,02","-228","1748,25","7538020",
"1682182615,041","-156,49","-229","636,13","7539592",
"1682182615,042","-157,96","-230","1865,67","7540128",
"1682182615,044","-159,43","-231","637,76","7541696",
"1682182615,046","-160,9","-232","1879,7","7542228",
"1682182615,047","-162,37","-233","637,76","7543796",
"1682182615,049","-163,84","-234","1773,05","7544360",
"1682182615,05","-165,31","-235","628,14","7545952",
"1682182615,052","-166,78","-236","636,13","7547524",
"1682182615,053","-168,25","-237","641,03","7549084",
"1682182615,055","-169,71","-238","637,76","7550652",
"1682182615,057","-171,18","-239","1879,7","7551184",
"1682182615,058","-172,65","-240","637,76","7552752",
"1682182615,06","-174,12","-241","1773,05","7553316",
"1682182615,061","-175,59","-242","626,57","7554912",
"1682182615,063","-177,06","-243","1824,82","7555460",
"1682182615,064","-178,53","-244","642,67","7557016",
"1682182615,066","-180","-245","1838,24","7557560",
"1682182615,068","-181,47","-246","642,67","7559116",
"1682182615,069","-182,94","-247","1851,85","7559656",
"1682182615,071","-184,41","-248","631,31","7561240",
"1682182615,072","-185,88","-249","628,14","7562832",
"1682182615,074","-187,35","-250","634,52","7564408",
"1682182615,075","-188,82","-251","642,67","7565964",
"1682182615,077","-190,29","-252","637,76","7567532",
"1682182615,079","-191,76","-253","644,33","7569084",
"1682182615,08","-193,22","-254","1851,85","7569624",
"1682182615,082","-194,69","-255","631,31","7571208",
"1682182615,083","-196,16","-256","1760,56","7571776",
"1682182615,085","-197,63","-257","634,52","7573352",
"1682182615,086","-199,1","-258","1879,7","7573884",
"1682182615,088","-200,57","-259","637,76","7575452",
"1682182615,09","-202,04","-260","1879,7","7575984",
"1682182615,091","-203,51","-261","639,39","7577548",
"1682182615,093","-204,98","-262","1785,71","7578108",
"1682182615,094","-206,45","-263","628,14","7579700",
"1682182615,096","-207,92","-264","636,13","7581272",
"1682182615,097","-209,39","-265","644,33","7582824",
"1682182615,099","-210,86","-266","637,76","7584392",
"1682182615,101","-212,33","-267","644,33","7585944",
"1682182615,102","-213,8","-268","637,76","7587512",
"1682182615,104","-215,27","-269","1798,56","7588068",
"1682182615,105","-216,74","-270","628,14","7589660",
"1682182615,107","-218,2","-271","1824,82","7590208",
"1682182615,108","-219,67","-272","641,03","7591768",
"1682182615,11","-221,14","-273","1851,85","7592308",
"1682182615,111","-222,61",,,,
"1682182615,112",,"-274","644,33","7593860",
"1682182615,113","-224,08","-275","1851,85","7594400",
"1682182615,115","-225,55","-276","631,31","7595984",
"1682182615,116","-227,02","-277","1760,56","7596552",
"1682182615,118","-228,49","-278","634,52","7598128",
"1682182615,119","-229,96","-279","642,67","7599684",
"1682182615,121","-231,43","-280","639,39","7601248",
"1682182615,122","-232,9",,,,
"1682182615,123",,"-281","642,67","7602804",
"1682182615,124","-234,37","-282","639,39","7604368",
"1682182615,126","-235,84","-283","632,91","7605948",
"1682182615,127","-237,31","-284","1760,56","7606516",
"1682182615,129","-238,78","-285","636,13","7608088",
"1682182615,13","-240,25","-286","1879,7","7608620",
"1682182615,132","-241,71","-287","639,39","7610184",
"1682182615,134","-243,18","-288","1879,7","7610716",
"1682182615,135","-244,65","-289","639,39","7612280",
"1682182615,137","-246,12","-290","1798,56","7612836",
"1682182615,138","-247,59","-291","628,14","7614428",
"1682182615,14","-249,06","-292","1824,82","7614976",
"1682182615,141","-250,53","-293","642,67","7616532",
"1682182615,143","-252","-294","637,76","7618100",
"1682182615,144","-253,47","-295","644,33","7619652",
"1682182615,146","-254,94","-296","637,76","7621220",
"1682182615,148","-256,41","-297","631,31","7622804",
"1682182615,149","-257,88","-298","628,14","7624396",
"1682182615,151","-259,35","-299","1824,82","7624944",
"1682182615,152","-260,82","-300","642,67","7626500",
"1682182615,154","-262,29","-301","1851,85","7627040",
"1682182615,155","-263,76","-302","644,33","7628592",
"1682182615,157","-265,23","-303","1851,85","7629132",
"1682182615,159","-266,69","-304","631,31","7630716",
"1682182615,16","-268,16","-305","1760,56","7631284",
"1682182615,162","-269,63","-306","636,13","7632856",
"1682182615,163","-271,1","-307","1879,7","7633388",
"1682182615,165","-272,57","-308","637,76","7634956",
"1682182615,166","-274,04","-309","645,99","7636504",
"1682182615,168","-275,51","-310","639,39","7638068",
"1682182615,17","-276,98","-311","631,31","7639652",
"1682182615,171","-278,45","-312","628,14","7641244",
"1682182615,173","-279,92","-313","636,13","7642816",
"1682182615,174","-281,39","-314","1879,7","7643348",
"1682182615,176","-282,86","-315","637,76","7644916",
"1682182615,177","-284,33","-316","1893,94","7645444",
"1682182615,179","-285,8","-317","639,39","7647008",
"1682182615,181","-287,27","-318","1785,71","7647568",
"1682182615,182","-288,74","-319","629,72","7649156",
"1682182615,184","-290,2","-320","1824,82","7649704",
"1682182615,185","-291,67","-321","642,67","7651260",
"1682182615,187","-293,14","-322","1838,24","7651804",
"1682182615,188","-294,61","-323","644,33","7653356",
"1682182615,19","-296,08","-324","1851,85","7653896",
"1682182615,192","-297,55","-325","631,31","7655480",
"1682182615,193","-299,02","-326","629,72","7657068",
"1682182615,195","-300,49","-327","636,13","7658640",
"1682182615,196","-301,96","-328","642,67","7660196",
"1682182615,198","-303,43","-329","639,39","7661760",
"1682182615,199","-304,9","-330","644,33","7663312",
"1682182615,201","-306,37","-331","1838,24","7663856",
"1682182615,203","-307,84","-332","631,31","7665440",
"1682182615,204","-309,31","-333","1760,56","7666008",
"1682182615,206","-310,78","-334","636,13","7667580",
"1682182615,207","-312,25","-335","1893,94","7668108",
"1682182615,209","-313,72","-336","637,76","7669676",
"1682182615,21","-315,18","-337","1893,94","7670204",
"1682182615,212","-316,65","-338","641,03","7671764",
"1682182615,214","-318,12","-339","1785,71","7672324",
"1682182615,215","-319,59","-340","629,72","7673912",
"1682182615,217","-321,06","-341","636,13","7675484",
"1682182615,218","-322,53","-342","642,67","7677040",
"1682182615,22","-324","-343","639,39","7678604",
"1682182615,221","-325,47","-344","644,33","7680156",
"1682182615,223","-326,94","-345","639,39","7681720",
"1682182615,225","-328,41","-346","1798,56","7682276",
"1682182615,226","-329,88","-347","628,14","7683868",
"1682182615,228","-331,35","-348","1824,82","7684416",
"1682182615,229","-332,82","-349","642,67","7685972",
"1682182615,231","-334,29","-350","1838,24","7686516",
"1682182615,232","-335,76","-351","642,67","7688072",
"1682182615,234","-337,23","-352","1865,67","7688608",
"1682182615,235","-338,69",,,,
"1682182615,236",,"-353","631,31","7690192",
"1682182615,237","-340,16","-354","1760,56","7690760",
"1682182615,239","-341,63","-355","636,13","7692332",
"1682182615,24","-343,1","-356","644,33","7693884",
"1682182615,242","-344,57","-357","637,76","7695452",
"1682182615,243","-346,04","-358","644,33","7697004",
"1682182615,245","-347,51","-359","639,39","7698568",
"1682182615,246","-348,98","-360","631,31","7700152",
"1682182615,248","-350,45","-361","1773,05","7700716",
"1682182615,25","-351,92","-362","634,52","7702292",
"1682182615,251","-353,39","-363","1893,94","7702820",
"1682182615,253","-354,86","-364","637,76","7704388",
"1682182615,254","-356,33","-365","1893,94","7704916",
"1682182615,256","-357,8","-366","639,39","7706480",
"1682182615,257","-359,27",,,,
"1682182615,258",,"-367","1785,71","7707040",
"1682182615,259","720,74","-368","626,57","7708636",
"1682182615,261","359,27","-369","1824,82","7709184",
"1682182615,262","357,8","-370","642,67","7710740",
"1682182615,264","356,33","-371","637,76","7712308",
"1682182615,265","354,86","-372","644,33","7713860",
"1682182615,267","353,39","-373","639,39","7715424",
"1682182615,268","351,92","-374","631,31","7717008",
"1682182615,27","350,45","-375","628,14","7718600",
"1682182615,272","348,98","-376","1824,82","7719148",
"1682182615,273","347,51","-377","642,67","7720704",
"1682182615,275","346,04","-378","1838,24","7721248",
"1682182615,276","344,57","-379","644,33","7722800",
"1682182615,278","343,1","-380","1851,85","7723340",
"1682182615,279","341,63","-381","631,31","7724924",
"1682182615,281","340,16","-382","1760,56","7725492",
"1682182615,283","338,69","-383","636,13","7727064",
"1682182615,284","337,23","-384","1865,67","7727600",
"1682182615,286","335,76","-385","637,76","7729168",
"1682182615,287","334,29","-386","644,33","7730720",
"1682182615,289","332,82","-387","637,76","7732288",
"1682182615,29","331,35","-388","631,31","7733872",
"1682182615,292","329,88","-389","626,57","7735468",
"1682182615,294","328,41","-390","636,13","7737040",
"1682182615,295","326,94","-391","1879,7","7737572",
"1682182615,297","325,47","-392","637,76","7739140",
"1682182615,298","324","-393","1879,7","7739672",
"1682182615,3","322,53","-394","639,39","7741236",
"1682182615,301","321,06","-395","1785,71","7741796",
"1682182615,303","319,59","-396","626,57","7743392",
"1682182615,305","318,12","-397","1824,82","7743940",
"1682182615,306","316,65","-398","641,03","7745500",
"1682182615,308","315,18","-399","1851,85","7746040",
"1682182615,309","313,72","-400","642,67","7747596",
"1682182615,311","312,25","-401","639,39","7749160",
"1682182615,312","310,78","-402","629,72","7750748",
"1682182615,314","309,31","-403","628,14","7752340",
"1682182615,316","307,84","-404","634,52","7753916",
"1682182615,317","306,37","-405","642,67","7755472",
"1682182615,319","304,9","-406","1824,82","7756020",
"1682182615,32","303,43","-407","642,67","7757576",
"1682182615,322","301,96","-408","1851,85","7758116",
"1682182615,323","300,49","-409","631,31","7759700",
"1682182615,325","299,02","-410","1748,25","7760272",
"1682182615,327","297,55","-411","634,52","7761848",
"1682182615,328","296,08","-412","1879,7","7762380",
"1682182615,33","294,61","-413","637,76","7763948",
"1682182615,331","293,14","-414","1879,7","7764480",
"1682182615,333","291,67","-415","637,76","7766048",
"1682182615,334","290,2","-416","631,31","7767632",
"1682182615,336","288,74","-417","628,14","7769224",
"1682182615,338","287,27","-418","636,13","7770796",
"1682182615,339","285,8","-419","641,03","7772356",
"1682182615,341","284,33","-420","636,13","7773928",
"1682182615,342","282,86","-421","1879,7","7774460",
"1682182615,344","281,39","-422","637,76","7776028",
"1682182615,345","279,92","-423","1785,71","7776588",
"1682182615,347","278,45","-424","626,57","7778184",
"1682182615,349","276,98","-425","1811,59","7778736",
"1682182615,35","275,51","-426","642,67","7780292",
"1682182615,352","274,04","-427","1838,24","7780836",
"1682182615,353","272,57","-428","642,67","7782392",
"1682182615,355","271,1","-429","1851,85","7782932",
"1682182615,356","269,63","-430","629,72","7784520",
"1682182615,358","268,16","-431","628,14","7786112",
"1682182615,36","266,69","-432","634,52","7787688",
"1682182615,361","265,23","-433","642,67","7789244",
"1682182615,363","263,76","-434","1838,24","7789788",
"1682182615,364","262,29","-435","642,67","7791344",
"1682182615,366","260,82","-436","1851,85","7791884",
"1682182615,367","259,35","-437","629,72","7793472",
"1682182615,369","257,88","-438","1760,56","7794040",
"1682182615,371","256,41","-439","634,52","7795616",
"1682182615,372","254,94","-440","1879,7","7796148",
"1682182615,374","253,47","-441","636,13","7797720",
"1682182615,375","252","-442","1879,7","7798252",
"1682182615,377","250,53","-443","639,39","7799816",
"1682182615,378","249,06","-444","631,31","7801400",
"1682182615,38","247,59","-445","626,57","7802996",
"1682182615,382","246,12","-446","636,13","7804568",
"1682182615,383","244,65","-447","642,67","7806124",
"1682182615,385","243,18","-448","637,76","7807692",
"1682182615,386","241,71","-449","1879,7","7808224",
"1682182615,388","240,25","-450","639,39","7809788",
"1682182615,389","238,78","-451","1785,71","7810348",
"1682182615,391","237,31","-452","628,14","7811940",
"1682182615,393","235,84","-453","1824,82","7812488",
"1682182615,394","234,37","-454","642,67","7814044",
"1682182615,396","232,9","-455","1838,24","7814588",
"1682182615,397","231,43","-456","642,67","7816144",
"1682182615,399","229,96","-457","1851,85","7816684",
"1682182615,4","228,49","-458","629,72","7818272",
"1682182615,402","227,02","-459","628,14","7819864",
"1682182615,404","225,55","-460","636,13","7821436",
"1682182615,405","224,08","-461","642,67","7822992",
"1682182615,407","222,61","-462","637,76","7824560",
"1682182615,408","221,14","-463","644,33","7826112",
"1682182615,41","219,67","-464","1851,85","7826652",
"1682182615,411","218,2","-465","631,31","7828236",
"1682182615,413","216,74","-466","1748,25","7828808",
"1682182615,415","215,27","-467","636,13","7830380",
"1682182615,416","213,8","-468","1879,7","7830912",
"1682182615,418","212,33","-469","639,39","7832476",
"1682182615,419","210,86","-470","1893,94","7833004",
"1682182615,421","209,39","-471","637,76","7834572",
"1682182615,422","207,92","-472","1785,71","7835132",
"1682182615,424","206,45","-473","628,14","7836724",
"1682182615,426","204,98","-474","636,13","7838296",
"1682182615,427","203,51","-475","642,67","7839852",
"1682182615,429","202,04","-476","637,76","7841420",
"1682182615,43","200,57","-477","642,67","7842976",
"1682182615,432","199,1","-478","639,39","7844540",
"1682182615,433","197,63","-479","1785,71","7845100",
"1682182615,435","196,16","-480","628,14","7846692",
"1682182615,437","194,69","-481","1824,82","7847240",
"1682182615,438","193,22","-482","642,67","7848796",
"1682182615,44","191,76","-483","1851,85","7849336",
"1682182615,441","190,29","-484","644,33","7850888",
"1682182615,443","188,82","-485","1851,85","7851428",
"1682182615,444","187,35","-486","631,31","7853012",
"1682182615,446","185,88","-487","1760,56","7853580",
"1682182615,448","184,41","-488","637,76","7855148",
"1682182615,449","182,94","-489","642,67","7856704",
"1682182615,451","181,47","-490","639,39","7858268",
"1682182615,452","180","-491","644,33","7859820",
"1682182615,454","178,53","-492","637,76","7861388",
"1682182615,455","177,06","-493","632,91","7862968",
"1682182615,457","175,59","-494","628,14","7864560",
"1682182615,459","174,12","-495","636,13","7866132",
"1682182615,46","172,65","-496","1879,7","7866664",
"1682182615,462","171,18","-497","639,39","7868228",
"1682182615,463","169,71","-498","1893,94","7868756",
"1682182615,465","168,25","-499","639,39","7870320",
"1682182615,466","166,78","-500","1798,56","7870876",
"1682182615,468","165,31","-501","629,72","7872464",
"1682182615,47","163,84","-502","1824,82","7873012",
"1682182615,471","162,37","-503","641,03","7874572",
"1682182615,473","160,9","-504","641,03","7876132",
"1682182615,474","159,43","-505","645,99","7877680",
"1682182615,476","157,96","-506","639,39","7879244",
"1682182615,477","156,49","-507","632,91","7880824",
"1682182615,479","155,02","-508","628,14","7882416",
"1682182615,48","153,55","-509","637,76","7883984",
"1682182615,482","152,08","-510","642,67","7885540",
"1682182615,484","150,61","-511","1851,85","7886080",
"1682182615,485","149,14","-512","644,33","7887632",
"1682182615,487","147,67","-513","1851,85","7888172",
"1682182615,488","146,2","-514","632,91","7889752",
"1682182615,49","144,74","-515","1760,56","7890320",
"1682182615,491","143,27","-516","637,76","7891888",
"1682182615,493","141,8","-517","1893,94","7892416",
"1682182615,495","140,33","-518","637,76","7893984",
"1682182615,496","138,86","-519","1908,4","7894508",
"1682182615,498","137,39","-520","639,39","7896072",
"1682182615,499","135,92","-521","632,91","7897652",
"1682182615,501","134,45","-522","629,72","7899240",
"1682182615,502","132,98","-523","637,76","7900808",
"1682182615,504","131,51","-524","642,67","7902364",
"1682182615,506","130,04","-525","641,03","7903924",
"1682182615,507","128,57","-526","644,33","7905476",
"1682182615,509","127,1","-527","641,03","7907036",
"1682182615,51","125,63","-528","1785,71","7907596",
"1682182615,512","124,16","-529","629,72","7909184",
"1682182615,513","122,69","-530","1838,24","7909728",
"1682182615,515","121,22","-531","642,67","7911284",
"1682182615,517","119,76","-532","1851,85","7911824",
"1682182615,518","118,29","-533","644,33","7913376",
"1682182615,52","116,82","-534","1865,67","7913912",
"1682182615,521","115,35","-535","632,91","7915492",
"1682182615,523","113,88","-536","1773,05","7916056",
"1682182615,524","112,41","-537","637,76","7917624",
"1682182615,526","110,94","-538","644,33","7919176",
"1682182615,527","109,47","-539","639,39","7920740",
"1682182615,529","108","-540","645,99","7922288",
"1682182615,531","106,53","-541","641,03","7923848",
"1682182615,532","105,06","-542","631,31","7925432",
"1682182615,534","103,59","-543","631,31","7927016",
"1682182615,535","102,12","-544","637,76","7928584",
"1682182615,537","100,65","-545","1879,7","7929116",
"1682182615,538","99,18","-546","639,39","7930680",
"1682182615,54","97,71","-547","1908,4","7931204",
"1682182615,542","96,25","-548","639,39","7932768",
"1682182615,543","94,78","-549","1798,56","7933324",
"1682182615,545","93,31","-550","628,14","7934916",
"1682182615,546","91,84","-551","1838,24","7935460",
"1682182615,548","90,37","-552","644,33","7937012",
"1682182615,549","88,9","-553","1838,24","7937556",
"1682182615,551","87,43","-554","645,99","7939104",
"1682182615,552","85,96","-555","641,03","7940664",
"1682182615,554","84,49","-556","632,91","7942244",
